Rank,Name,Genre,ESRB_Rating,Platform,Publisher,Developer,Critic_Score,User_Score,Total_Shipped,Global_Sales,Year
6935,Skylanders Imaginators,Platform,E10,X360,Activision,Toys for Bob,,,0.29,0.29,2016.0
6937,Sengoku Basara: Samurai Heroes,Action,T,Wii,Capcom,Capcom,6.0,,0.29,0.29,2010.0
6939,Warriors Orochi 2,Action,T,PSP,KOEI,Omega Force,5.3,,0.29,0.29,2009.0
6940,Puzzle Quest: Challenge of the Warlords,Puzzle,E10,Wii,D3 Publisher,Vicious Cycle,,,0.29,0.29,2007.0
6941,Metal Gear Solid V: The Definitive Experience,Action,M,PS4,Konami Digital Entertainment,Kojima Productions,,,0.29,0.29,2016.0
6943,Army of Two: The Devil's Cartel,Shooter,M,PS3,Electronic Arts,Visceral Games,,,0.29,0.29,2013.0
6944,Learn with Pokemon: Typing Adventure,Misc,,DS,Nintendo,Genius Sonority Inc.,,,0.29,0.29,2011.0
6945,Dragon Ball Heroes: Ultimate Mission,Fighting,,3DS,Namco Bandai Games,Dimps Corporation,,,0.29,0.29,2013.0
6946,007 Legends,Shooter,T,X360,Activision,Eurocom,,,0.29,0.29,2012.0
6948,Dead Rising: Chop Till You Drop,Action,M,Wii,Capcom,Capcom Production Studio 1 / TOSE Software,6.7,7.2,0.29,0.29,2009.0
6951,Feel the Magic XY/XX,Puzzle,T,DS,Sega,Sonic Team,7.7,,0.29,0.29,2004.0
6953,One Piece Unlimited World: Red,Action-Adventure,T,PS3,Namco Bandai Games,Ganbarion,,,0.29,0.29,2014.0
6954,Ever Oasis,Role-Playing,E10,3DS,Nintendo,GREZZO,8.1,,0.29,0.29,2017.0
6956,Neopets Puzzle Adventure,Puzzle,E,DS,Capcom,Infinite Interactive,,,0.29,0.29,2008.0
6961,Penguin no Mondai: Saikyou Penguin Densetsu! A Penguin's Troubles,Adventure,,DS,Konami,Konami,,,0.29,0.29,2008.0
6966,Rock Revolution,Misc,T,X360,Konami,Zoe Mode / HB Studios,3.6,,0.29,0.29,2008.0
6968,NASCAR 08,Racing,E,X360,EA Sports,EA Tiburon,,,0.29,0.29,2007.0
6969,Just Cause 4,Action-Adventure,M,XOne,Square Enix,Avalanche Studios,,,0.29,0.29,2018.0
6971,Dragon Ball Z: Budokai Tenkaichi 2,Fighting,T,Wii,Atari,Spike,,,0.29,0.29,2006.0
6972,Purr Pals,Simulation,E,Wii,Crave Entertainment,inXile,,,0.29,0.29,2008.0
6973,Sherlock Holmes: Crimes & Punishments,Adventure,M,PS4,Focus Home Interactive,Frogwares,,,0.29,0.29,2014.0
6974,Power Pro Kun Pocket 11,Sports,,DS,Konami,PawaPuro Production,,,0.29,0.29,2008.0
6975,Sonic Forces,Platform,E10,XOne,Sega,Sonic Team,,,0.29,0.29,2017.0
6976,Culdcept,Strategy,,3DS,NIS America,OmiyaSoft,,,0.29,0.29,2017.0
6978,Sesame Street: Elmo's A-to-Zoo Adventure,Misc,EC,DS,Warner Bros. Interactive,Black Lantern Studios,,,0.29,0.29,2010.0
6982,Tony Hawk: Shred,Sports,E,PS3,Activision,Robomodo,,,0.29,0.29,2010.0
6985,The Golden Compass,Adventure,E10,PS3,Sega,Shiny Entertainment,4.3,,0.29,0.29,2007.0
6986,Bratz: Super Babyz,Action,E,DS,THQ,Creat Studios,,,0.28,0.28,2008.0
6987,Baby Pals,Simulation,E,DS,Crave Entertainment,Brain Toys,,,0.28,0.28,2007.0
6990,Jewel Quest Mysteries: Curse of the Emerald Tear,Puzzle,,DS,Avanquest,TBD,,,0.28,0.28,2010.0
6992,Hot Shots Golf: World Invitational,Shooter,,PS3,Sony Computer Entertainment,Clap Hanz,,,0.28,0.28,2013.0
6994,Harvest Moon DS Cute (US sales),Simulation,E,DS,Natsume,Marvelous Interactive,,,0.28,0.28,2008.0
6998,Junior Brain Trainer 2,Misc,E,DS,GSP,Sanuk Games,,,0.28,0.28,2011.0
7000,NBA 2K12,Sports,E,PSP,2K Sports,Visual Concepts,,,0.28,0.28,2011.0
7004,Bladestorm: The Hundred Years' War,Action,T,PS3,KOEI,Omega Force,,,0.28,0.28,2007.0
7005,Assassin's Creed II: Discovery,Platform,T,DS,Ubisoft,Griptonite Games,7.3,,0.28,0.28,2009.0
7008,Disney Channel: All Star Party,Misc,E,Wii,Disney Interactive Studios,"Page 44 Studios, LLC",,,0.28,0.28,2010.0
7009,Dark Souls II: Scholar of the First Sin,Role-Playing,,XOne,Namco Bandai Games,From Software,,,0.28,0.28,2015.0
7012,Star Trek Bridge Crew,Action,E10,PS4,Ubisoft,Red Storm Entertainment,,,0.28,0.28,2017.0
7015,Next Hatsune Miku: Project Diva,Music,,PS3,Sega,Sega,,,0.28,0.28,2013.0
7018,DeathSmiles,Shooter,T,X360,Aksys Games,Cave,8.0,,0.28,0.28,2010.0
7022,All Star Cheer Squad,Sports,E,DS,THQ,Gorilla Systems,,,0.28,0.28,2008.0
7024,Pirates of the Caribbean: Dead Man's Chest,Adventure,T,PSP,Buena Vista,Griptonite Games,4.3,,0.28,0.28,2006.0
7029,WarioWare Gold,Misc,E10,3DS,Nintendo,Intelligent Systems,8.1,,0.28,0.28,2018.0
7030,Reel Fishing: Angler's Dream,Sports,E,Wii,Natsume,SIMS,,,0.28,0.28,2009.0
7033,Yakuza Kenzan!,Adventure,,PS3,Sega,Sega,,,0.28,,2008.0
7034,Moshi Monsters: Moshlings Theme Park,Simulation,E,3DS,Activision,"Black Lantern Studios, Inc.",,,0.28,0.28,2012.0
7035,How to Train Your Dragon 2,Action-Adventure,E10,3DS,Little Orbit,Torus Games,,,0.28,0.28,2014.0
7036,Bratz Ponyz,Adventure,E,DS,Game Factory,Neko Entertainment,,,0.28,0.28,2007.0
7037,Guitar Hero: Van Halen,Misc,T,Wii,Activision,Neversoft Entertainment,5.0,,0.28,0.28,2009.0
7039,Medieval Moves: Deadmund's Quest,Action,E10,PS3,Sony Computer Entertainment,Zindagi Games,7.0,,0.28,0.28,2011.0
7040,SAW,Action,M,X360,Konami,Zombie Studios,6.2,,0.28,0.28,2009.0
7041,Shrek the Third,Action,E10,Wii,Activision,Amaze Entertainment,,,0.28,0.28,2007.0
7043,Kung Zhu,Action,E10,DS,Activision,Black Lantern Studios,,,0.28,0.28,2010.0
7046,Ben 10 Ultimate Alien: Cosmic Destruction,Platform,E10,Wii,D3 Publisher,Papaya Studios,,,0.28,0.28,2010.0
7048,Transformers: Dark of the Moon,Action,T,X360,Activision,High Moon Studios,6.5,,0.28,0.28,2011.0
7050,The Heavy Rain and Beyond: Two Souls Collection,Action,,PS4,Sony Computer Entertainment,Quantic Dream,,,0.28,0.28,2016.0
7051,El Shaddai: Ascension of the Metatron,Action,T,PS3,Ignition Entertainment,Ignition Entertainment,8.0,,0.28,0.28,2011.0
7052,Operation Flashpoint: Red River,Shooter,M,X360,Codemasters,Codemasters,7.0,,0.28,0.28,2011.0
7055,Tales of the World: Radiant Mythology 3,Role-Playing,,PSP,Namco Bandai,Alfa System,,,0.28,0.28,2011.0
7064,Cake Mania 2: Jill's Next Adventure!,Puzzle,E,DS,Majesco,Digital Embryo,,,0.28,0.28,2008.0
7065,Surf's Up,Sports,E,DS,Ubisoft,Ubisoft Quebec,,,0.28,0.28,2007.0
7067,Batman: The Brave and the Bold the Videogame,Action,E10,Wii,Warner Bros. Interactive,WayForward Technologies,7.5,,0.28,0.28,2010.0
7069,Just Dance 2015,Music,E10,PS3,Ubisoft,Ubisoft Paris,,,0.28,0.28,2014.0
7071,Dead to Rights: Retribution,Shooter,M,PS3,Namco Bandai,Volatile Games,6.0,,0.28,0.28,2010.0
7073,MLB 07: The Show,Sports,E,PSP,Sony Computer Entertainment,SCEA San Diego Studios,8.1,,0.28,0.28,2007.0
7077,Trivial Pursuit,Misc,E,PS3,Electronic Arts,Adrenalin Interactive,,,0.28,0.28,2009.0
7078,The Urbz: Sims In the City (US weekly sales),Simulation,E,DS,Electronic Arts,Griptonite Games,,,0.28,0.28,2004.0
7080,Skylanders Imaginators,Platform,E10,PS3,Activision,Toys for Bob,,,0.28,0.28,2016.0
7081,Mega Man ZX,Platform,E,DS,Capcom,Inti Creates,8.1,,0.28,0.28,2006.0
7088,Cabela's Big Game Hunter 2012,Sports,T,X360,Activision,Activision,,,0.28,0.28,2011.0
7089,Need for Speed: Most Wanted (2012),Racing,E10,WiiU,Electronic Arts,Criterion Games,8.4,,0.28,0.28,2013.0
7090,Thief,Action,M,X360,Square Enix,Eidos Montreal,,,0.28,0.28,2014.0
7092,Just Dance 2017,Music,E10,X360,Ubisoft,Ubisoft Paris,,,0.28,0.28,2016.0
7093,Tom and Jerry Tales,Platform,E,DS,Warner Bros. Interactive,Sensory Sweep,,,0.28,0.28,2006.0
7097,Shrek: Ogres & Dronkeys,Simulation,E,DS,Activision,WayForward Technologies,,,0.28,0.28,2007.0
7099,Yu-Gi-Oh! World Championship 2008,Strategy,E,DS,Konami,Konami,,,0.28,0.28,2007.0
7100,Angry Birds: Star Wars,Puzzle,E,X360,Activision,Exient Entertainment,,,0.28,0.28,2013.0
7102,Guitar Hero: Van Halen,Misc,T,PS3,Activision,Neversoft Entertainment,6.2,,0.28,0.28,2009.0
7106,Battleborn,Shooter,,XOne,2K Games,Gearbox Software,,,0.28,0.28,2016.0
7107,Patapon 3,Platform,E,PSP,Sony Computer Entertainment,Pyramid/JAPAN Studio,7.4,,0.28,0.28,2011.0
7109,Spintires: MudRunner,Simulation,E,PS4,Focus Home Interactive,Saber Interactive,,,0.28,0.28,2017.0
7114,Monopoly Streets,Misc,E,X360,Electronic Arts,Electronic Arts,,,0.28,0.28,2010.0
7118,Lego Star Wars: The Force Awakens,Action-Adventure,E10,3DS,Warner Bros. Interactive Entertainment,TT Fusion,,,0.28,0.28,2016.0
7119,Darksiders,Action,M,PS3,THQ,Vigil Games,7.8,8.5,0.28,0.28,2010.0
7122,Onechanbara Z2: Chaos,Action,M,PS4,NIS America,Tamsoft,,,0.28,0.28,2015.0
7124,CSI: Deadly Intent,Adventure,M,Wii,Ubisoft,Telltale Games,,,0.28,0.28,2009.0
7126,EyePet,Simulation,E,PSP,Sony Computer Entertainment,SCEE London Studio,4.9,,0.28,0.28,2010.0
7130,Rugby World Cup 2011,Sports,E,X360,505 Games,HB Studios Multimedia,4.8,,0.28,0.28,2011.0
7131,Virtua Fighter 5 Online,Fighting,T,X360,Sega,Sega-AM2,9.2,,0.28,0.28,2007.0
7132,Wappy Dog,Simulation,E,DS,Activision,Activision,,,0.28,0.28,2011.0
7134,Secret of Mana,Role-Playing,E10,PS4,Square Enix,Square,,,0.28,0.28,2018.0
7135,Rory McIlroy PGA Tour,Sports,E,XOne,Electronic Arts,EA Tiburon,,,0.28,0.28,2015.0
7137,The Warriors,Action,M,PSP,Rockstar Games,Rockstar Toronto / Leeds,8.1,,0.28,0.28,2007.0
7141,ExciteBots: Trick Racing,Racing,E,Wii,Nintendo,Monster Games,7.7,,0.28,0.28,2009.0
7143,The Binding of Isaac: Afterbirth+,Action,M,NS,Nicalis,Nicalis,9.0,,0.28,0.28,2017.0
7146,Avatar: The Last Airbender,Adventure,E10,Wii,THQ,AWE Games,,,0.28,0.28,2006.0
7148,Puyo Puyo! 15th Anniversary,Puzzle,,DS,Sega,Sega,,,0.28,0.28,2006.0
7151,Gundam Versus,Action,T,PS4,Namco Bandai Games,Namco Bandai Games,7.3,,0.28,0.28,2017.0
7152,Shin Megami Tensei: Strange Journey,Role-Playing,M,DS,Atlus,Atlus Co.,8.0,,0.28,0.28,2010.0
7157,Ice Age: Dawn of the Dinosaurs,Platform,E10,Wii,Activision,Eurocom Entertainment Software,7.2,,0.28,0.28,2009.0
7160,Etrian Mystery Dungeon,Role-Playing,E10,3DS,Atlus,Spike Chunsoft,7.6,,0.28,0.28,2015.0
7165,Need for Speed: The Run,Racing,E10,Wii,Electronic Arts,Firebrand Games,,,0.28,0.28,2011.0
7166,Mass Effect 3,Role-Playing,M,WiiU,Electronic Arts,BioWare,9.2,,0.28,0.28,2012.0
7168,Dragon Ball: Xenoverse,Fighting,T,X360,Namco Bandai Games,Dimps Corporation,,,0.28,0.28,2015.0
7171,FIFA 07 Soccer,Sports,E,X360,EA Sports,EA Canada,7.1,,0.28,0.28,2006.0
7172,Kobitodzukan: Kobito Kansatsu Set,Misc,,3DS,Nippon Columbia,Nippon Columbia,,,0.28,0.28,2012.0
7173,Over the Hedge,Platform,E,DS,Activision,Vicarious Visions,7.1,,0.28,0.28,2006.0
7174,Rhythm Thief & the Emperor's Treasure,Misc,,3DS,Sega,Sega,7.5,,0.28,0.28,2012.0
7175,Siren: Blood Curse,Action-Adventure,M,PS3,Sony Computer Entertainment,SCE Japan Studio,8.3,,0.28,0.28,2008.0
7179,Hot Wheels: Track Attack,Racing,E,DS,THQ,THQ,,,0.27,0.27,2010.0
7181,Pro Evolution Soccer 2017,Sports,E,PS3,Konami Digital Entertainment,PES Productions,,,0.27,0.27,2016.0
7182,Pinkalicious,Misc,E,DS,GameMill,GameMill Entertainment,,,0.27,0.27,2011.0
7183,Moero! Nekketsu Rhythm Damashii: Osu! Tatakae! Ouendan! 2,Misc,,DS,Nintendo,iNiS,,,0.27,0.27,2007.0
7187,Assassin's Creed The Ezio Collection,Action,,XOne,Ubisoft,Ubisoft,,,0.27,0.27,2016.0
7188,Tomb Raider: Legend (Weekly American and JP sales),Action,T,X360,Eidos Interactive,Crystal Dynamics,,,0.27,0.27,2006.0
7191,LEGO The Hobbit,Action-Adventure,E10,XOne,Warner Bros. Interactive Entertainment,Traveller's Tales,,,0.27,0.27,2014.0
7192,Sengoku Basara 4,Misc,,PS3,Capcom,Capcom,,,0.27,0.27,2014.0
7193,NBA Live 14,Sports,E,PS4,EA Sports,EA Tiburon,,,0.27,0.27,2013.0
7194,iCarly 2: iJoin The Click!,Adventure,E,DS,Activision,"Human Soft, Inc.",,,0.27,0.27,2010.0
7196,Metal Gear Solid V: Ground Zeroes,Action-Adventure,M,XOne,Konami Digital Entertainment,Kojima Productions,7.7,,0.27,0.27,2014.0
7197,Pro Evolution Soccer 2013,Sports,E,PSP,Konami Digital Entertainment,Konami,,,0.27,0.27,2012.0
7201,Remington Super Slam Hunting: Africa,Sports,T,Wii,Mastiff,Mastiff,,,0.27,0.27,2010.0
7206,Dead Rising 2: Off the Record,Action,M,X360,Capcom,Blue Castle Games,7.6,,0.27,0.27,2011.0
7207,Sly Cooper: Thieves in Time,Misc,,PSV,Sony Computer Entertainment America,Sanzaru Games,,,0.27,0.27,2013.0
7213,GRID 2,Misc,,X360,Codemasters,Unknown,,,0.27,0.27,2013.0
7214,Family Guy: Back to the Multiverse,Action-Adventure,M,PS3,Activision,Heavy Iron Studios,,,0.27,0.27,2012.0
7218,Create,Misc,E,Wii,Electronic Arts,EA Bright Light,,,0.27,0.27,2010.0
7219,Bravo Team,Shooter,T,PS4,Sony Interactive Entertainment,Supermassive Games Ltd.,,,0.27,0.27,2018.0
7220,Batman: Arkham Origins Blackgate,Action-Adventure,T,3DS,Warner Bros. Interactive Entertainment,Armature Studio,7.0,,0.27,0.27,2013.0
7221,Lightning Returns: Final Fantasy XIII,Misc,,X360,Square Enix,Unknown,,,0.27,0.27,2014.0
7222,Iron Man 2,Action,T,X360,Sega,"Sega Studios, San Francisco",5.1,,0.27,0.27,2010.0
7224,Etrian Odyssey V: Beyond the Myth,Role-Playing,T,3DS,Atlus,Atlus,7.9,,0.27,0.27,2017.0
7227,Jikkyou Powerful Pro Yakyuu Portable 4,Sports,,PSP,Konami,PawaPuro Productions,,,0.27,0.27,2009.0
7228,SD Gundam G Generation Portable,Strategy,,PSP,Namco Bandai,Bandai Namco Games,,,0.27,0.27,2006.0
7231,Transformers: Cybertron Adventures,Action,T,Wii,Activision,High Moon Studios,3.7,,0.27,0.27,2010.0
7233,Shadows of the Damned,Action,M,PS3,Electronic Arts,Grasshopper Manufacture,7.9,,0.27,0.27,2011.0
7234,Rapala Pro Bass Fishing 2010,Sports,E,PS3,Activision,FUN Labs,,,0.27,0.27,2010.0
7236,Angry Birds: Star Wars,Puzzle,E,Wii,Activision,Exient Entertainment,,,0.27,0.27,2013.0
7239,Pac-Pix,Puzzle,E,DS,Namco,Namco,6.8,,0.27,0.27,2005.0
7242,NASCAR 2011: The Game,Racing,E,PS3,Activision,Eutechnyx,6.0,,0.27,0.27,2011.0
7243,Resident Evil: Revelations Collection,Action,M,NS,Capcom,Capcom,,,0.27,0.27,2017.0
7246,Monopoly,Misc,E,DS,Electronic Arts,Electronic Arts,,,0.27,0.27,2010.0
7247,Final Fantasy XI: Ultimate Collection,Role-Playing,T,X360,Square Enix,Square Enix,,,0.27,0.27,2009.0
7248,Wipeout 2,Misc,E10,X360,Activision,Endemol,,,0.27,0.27,2011.0
7250,The Club,Shooter,M,X360,Sega,Bizarre Creations,7.5,,0.27,0.27,2008.0
7252,One Piece Unlimited Cruise 1: The Treasure Beneath the Waves,Adventure,,Wii,Namco Bandai,Ganbarion,,,0.27,0.27,2009.0
7254,NHL 07,Sports,E10,X360,EA Sports,EA Canada,8.0,,0.27,0.27,2006.0
7255,NHL 2K11,Sports,E10,Wii,2K Sports,Visual Concepts,6.3,,0.27,0.27,2010.0
7259,Brain Age: Concentration Training,Misc,E,3DS,Nintendo,Nintendo,7.5,,0.27,0.27,2013.0
7265,Tiger Woods PGA Tour 07,Sports,E,PSP,EA Sports,Team Fusion,7.6,,0.27,0.27,2006.0
7269,Skylanders SWAP Force,Platform,E10,3DS,Activision,n-Space,7.7,,0.27,0.27,2013.0
7271,Rock Revolution,Misc,T,PS3,Konami,Zoe Mode / HB Studios,,,0.27,0.27,2008.0
7273,Condemned: Criminal Origins,Action,M,X360,Sega,Monolith Productions,8.2,,0.27,,2005.0
7279,The Conduit,Shooter,T,Wii,Sega,High Voltage Software,6.6,8.2,0.27,,2009.0
7280,Beyblade: Metal Masters,Action,E,DS,Konami,Hudson Soft,,,0.27,0.27,2011.0
7281,Gun,Shooter,M,X360,Activision,Neversoft Entertainment,7.5,,0.27,0.27,2005.0
7283,Killing Floor 2,Shooter,M,PS4,Tripwire Interactive,Tripwire Interactive,,,0.27,0.27,2016.0
7285,Robinson: The Journey,Action-Adventure,E,PS4,Sony Interactive Entertainment,Crytek,,,0.27,0.27,2016.0
7286,Driveclub VR,Racing,E,PS4,Sony Interactive Entertainment,Evolution Studios,,,0.27,0.27,2016.0
7287,Dragon Ball Z: Tenkaichi Tag Team,Fighting,T,PSP,Namco Bandai,Dimps Corporation,6.0,,0.27,0.27,2010.0
7288,Shenmue I & II,Action-Adventure,T,PS4,Sega,Sega,,,0.27,0.27,2018.0
7291,The Amazing Spider-Man 2 (2014),Action-Adventure,T,PS3,Activision,Beenox,,,0.27,0.27,2014.0
7293,Dragon Age Origins: Awakening,Role-Playing,M,PS3,Electronic Arts,BioWare Corp.,8.3,,0.27,0.27,2010.0
7294,F1 Race Stars,Racing,E,X360,Codemasters,Codemasters Birmingham,,,0.27,0.27,2012.0
7295,NFL Street 3,Sports,E,PSP,EA Sports BIG,EA Tiburon,6.7,,0.27,0.27,2006.0
7297,Ratatouille: Food Frenzy,Puzzle,E,DS,THQ,Helixe,,,0.27,0.27,2007.0
7298,Sesame Street: Cookie's Counting Carnival,Misc,EC,DS,Warner Bros. Interactive,Black Lantern Studios,,,0.27,0.27,2010.0
7300,Guitar Hero Live,Music,T,WiiU,Activision,FreeStyleGames,,,0.27,0.27,2015.0
7301,Megamind: The Blue Defender,Adventure,E10,DS,THQ,Tantalus Interactive,,,0.27,0.27,2010.0
7302,Wipeout 2,Misc,E,DS,Activision,Endemol,,,0.27,0.27,2011.0
7304,Despicable Me: The Game,Platform,E10,Wii,D3 Publisher,Monkey Bar Games,,,0.27,0.27,2010.0
7311,Just Dance Kids 2,Misc,E,Wii,Ubisoft,Ubisoft,,,0.27,0.27,2011.0
7312,LEGO Jurassic World,Action,E10,PSV,Warner Bros. Interactive Entertainment,TT Fusion,,,0.27,0.27,2015.0
7313,Fire Emblem: Shin Monshou no Nazo Hikari to Kage no Eiyuu,Strategy,,DS,Nintendo,Intelligent Systems,,,0.27,0.27,2010.0
7315,MotionSports: Adrenaline,Sports,T,X360,Ubisoft,Ubisoft Vancouver,,,0.27,0.27,2011.0
7320,Call of Juarez: The Cartel,Shooter,M,X360,Ubisoft,Techland,5.2,,0.27,0.27,2011.0
7321,Minecraft: Story Mode - Season Two,Adventure,E10,XOne,Telltale Games,Telltale Games,,,0.27,0.27,2017.0
7326,Littlest Pet Shop: Beach Friends,Simulation,E,DS,Electronic Arts,EA Salt Lake,,,0.27,0.27,2009.0
7327,The Snack World: TreJarers,Role-Playing,,3DS,Level 5,Level 5,,,0.27,0.27,2017.0
7329,Skylanders Imaginators,Platform,E10,XOne,Activision,Toys for Bob,,,0.27,0.27,2016.0
7330,The BIGS,Sports,E,X360,2K Sports,Blue Castle Games,,,0.27,0.27,2007.0
7332,The Bureau: XCOM Declassified,Shooter,M,PS3,2K Games,2K Marin,,,0.27,0.27,2013.0
7333,Summer Athletics: The Ultimate Challenge (US sales),Sports,E,Wii,Conspiracy Entertainment,49Games,,,0.27,0.27,2008.0
7335,Carnival Games,Party,E10,NS,2K Games,Cat Daddy Games,,,0.27,0.27,2018.0
7339,Puppeteer,Platform,E10,PS3,Sony Computer Entertainment America,SCE Japan Studio,,,0.27,0.27,2013.0
7341,Cabela's Big Game Hunter 2010,Sports,T,X360,Activision,Cauldron,,,0.27,0.27,2009.0
7343,Fate/Extella: The Umbral Star,Action,T,PS4,Xseed Games,Marvelous Entertainment,,,0.27,0.27,2017.0
7344,MLB 09: The Show,Sports,E,PSP,Sony Computer Entertainment,SCE San Diego Studio,8.8,,0.27,0.27,2009.0
7345,Boogie,Misc,E10,DS,Electronic Arts,EA Montreal,,,0.27,0.27,2007.0
7346,NBA 07,Sports,E,PS3,Sony Computer Entertainment,SCE San Diego Studio,,,0.27,0.27,2006.0
7347,Assassin's Creed: Altair's Chronicles,Action,T,DS,Ubisoft,Gameloft,,,0.27,0.27,2008.0
7348,Plants vs. Zombies,Strategy,E10,X360,PopCap Games,PopCap Games,8.9,,0.27,0.27,2010.0
7350,Reader Rabbit Kindergarten,Misc,E,DS,Graffiti,Graffiti Entertainment,,,0.27,0.27,2009.0
7353,Marvel Super Hero Squad: The Infinity Gauntlet,Action,E10,Wii,THQ,Griptonite Games,,,0.27,0.27,2010.0
7355,AC/DC LIVE: Rock Band Track Pack,Misc,T,Wii,MTV Games,Harmonix Music Systems,,,0.27,0.27,2008.0
7356,Suikoden Tierkreis,Role-Playing,E10,DS,Konami,Konami,7.7,,0.27,0.27,2009.0
7357,R.U.S.E.,Strategy,T,X360,Ubisoft,Eugen Systems,8.0,,0.27,0.27,2010.0
7358,Ratatouille,Platform,E,X360,THQ,Heavy Iron Studios,5.3,,0.27,0.27,2007.0
7360,The World Ends with You: Final Remix,Role-Playing,T,NS,Nintendo,Square Enix,7.4,,0.27,0.27,2018.0
7361,Super Collapse! 3,Puzzle,E,DS,Mumbo Jumbo,Mac Play,,,0.27,0.27,2007.0
7362,One Piece: Pirate Warriors 3,Action,T,PS3,Tecmo Koei,Omega Force,,,0.27,0.27,2015.0
7363,Section 8,Shooter,T,X360,SouthPeak Interactive,TimeGate Studios,7.1,,0.27,0.27,2009.0
7365,Need for Speed: Most Wanted,Racing,E,DS,Electronic Arts,EA Canada,,,0.27,0.27,2005.0
7366,Battle of Giants: Mutant Insects,Strategy,E10,DS,Ubisoft,Ubisoft Quebec,,,0.27,0.27,2010.0
7367,Jikkyou Powerful Pro Yakyuu 2010,Sports,,PS3,Konami,PawaPuro Production,,,0.27,0.27,2010.0
7370,Hatsune Miku: Project Diva F 2nd,Music,T,PS3,Sega,Sega,,,0.27,0.27,2014.0
7371,My Japanese Coach,Misc,E,DS,Ubisoft,Ubisoft,,,0.27,0.27,2008.0
7372,Are You Smarter than a 5th Grader? Game Time,Puzzle,E,Wii,THQ,THQ,,,0.27,0.27,2009.0
7373,Friday the 13th: The Game,Action,M,XOne,Gun Media,IllFonic,,,0.27,0.27,2017.0
7374,America's Test Kitchen: Let's Get Cooking,Simulation,E,DS,Nintendo,Indies Zero,8.5,,0.27,0.27,2010.0
7376,Atelier Ayesha: The Alchemist of Dusk,Role-Playing,T,PS3,Tecmo Koei,Gust,,,0.27,0.27,2013.0
7377,Aikatsu! 2-nin no My Princess,Simulation,,3DS,Namco Bandai Games,Bandai Namco Games,,,0.27,0.27,2013.0
7382,Mega Man Legacy Collection,Platform,E,XOne,Capcom,Digital Eclipse Software,,,0.27,,2015.0
7383,Tales of Eternia,Role-Playing,,PSP,Ubisoft,Namco,8.0,,0.26,0.26,2006.0
7385,All-Pro Football 2K8,Sports,E10,X360,2K Sports,Visual Concepts,7.5,,0.26,0.26,2007.0
7387,The Adventures of Tintin: The Game,Adventure,E10,PS3,Ubisoft,Ubisoft,,,0.26,0.26,2011.0
7391,Etrian Odyssey: Millennium Girl,Role-Playing,T,3DS,Atlus,Atlus,8.1,,0.26,0.26,2013.0
7392,Fish Tycoon,Simulation,E,DS,Majesco,Big Fish Games / LDW,,,0.26,0.26,2007.0
7395,FIFA 18,Sports,E,X360,EA Sports,EA Vancouver,,,0.26,0.26,2017.0
7396,Gundam Breaker,Misc,,PS3,Namco Bandai Games,Bandai,,,0.26,0.26,2013.0
7398,Asura's Wrath,Action,T,X360,Capcom,CyberConnect2,,,0.26,0.26,2012.0
7399,A.C.E.: Another Century's Episode R,Simulation,,PS3,Namco Bandai,From Software,,,0.26,0.26,2010.0
7401,The Incredible Hulk,Action,T,PS3,Sega,Edge of Reality,5.6,,0.26,0.26,2008.0
7402,The Incredible Hulk,Action,T,X360,Sega,Edge of Reality,,,0.26,0.26,2008.0
7404,Jikkyou Powerful Pro Yakyuu 2013,Sports,,PS3,Konami Digital Entertainment,Konami,,,0.26,0.26,2013.0
7407,Ninja Gaiden Sigma Plus,Action,M,PSV,Tecmo Koei,Team Ninja,,,0.26,0.26,2012.0
7409,Etrian Odyssey II: Heroes of Lagaard,Role-Playing,E10,DS,Atlus,Atlus Co. / Lancarse,8.4,,0.26,0.26,2008.0
7410,Superman Returns,Action,T,X360,Electronic Arts,EA Tiburon,5.0,,0.26,0.26,2006.0
7416,Shin Megami Tensei: Devil Survivor,Role-Playing,T,DS,Atlus,Atlus Co.,8.4,8.8,0.26,0.26,2009.0
7417,Inazuma Eleven GO 3: Galaxy - Big Bang / Supernova,Role-Playing,,3DS,Level 5,Level 5,,,0.26,0.26,2013.0
7419,Love Plus,Simulation,,DS,Konami,Konami,,,0.26,0.26,2009.0
7420,Tales of Innocence,Role-Playing,,DS,Namco Bandai,Alfa System,,,0.26,0.26,2007.0
7422,Family Feud: 2010 Edition,Misc,E,DS,Ubisoft,Ludia Inc.,,,0.26,0.26,2009.0
7423,Deadly Premonition,Action,M,X360,Ignition Entertainment,Access Games,6.0,7.8,0.26,0.26,2010.0
7424,Angry Birds Trilogy,Puzzle,E,X360,Activision,Rovio Mobile,,,0.26,0.26,2012.0
7428,DS Bungaku Zenshuu,Misc,,DS,Nintendo,Genius Sonority Inc.,,,0.26,0.26,2007.0
7429,TV Superstars,Misc,E,PS3,Sony Computer Entertainment,SCEE Cambridge,6.2,,0.26,0.26,2010.0
7430,Major League Baseball 2K10,Sports,E,Wii,2K Sports,Visual Concepts,5.0,,0.26,0.26,2010.0
7433,Ultimate Marvel vs. Capcom 3,Fighting,,PS4,Capcom,Capcom,,,0.26,0.26,2017.0
7435,Stella Glow,Role-Playing,T,3DS,Atlus,imageepoch Inc.,7.5,,0.26,0.26,2015.0
7443,Dynasty Warriors 7: Xtreme Legends,Action,T,PS3,KOEI,Omega Force,,,0.26,0.26,2011.0
